"","10090","9606","10090_ID","9606_ID"
"9774","Sbk1","SBK1",104175,388228
"9775","Notum","NOTUM",77583,147111
"9776","Nhlrc3","NHLRC3",212114,387921
"9777","Gng2","GNG2",14702,54331
"9778","Klhl6","KLHL6",239743,89857
"9779","Edem3","EDEM3",66967,80267
"9780","Ccdc63","CCDC63",330188,160762
"9781","Zfp513","ZNF513",101023,130557
"9782","Spice1","SPICE1",212514,152185
"9783","Dpy19l1","DPY19L1",244745,23333
"9784","Fam89a","FAM89A",69627,375061
"9785","Synpo","SYNPO",104027,11346
"9786","Tuba1c","TUBA1C",22146,84790
"9787","Hic1","HIC1",15248,3090
"9788","Mob1a","MOB1A",232157,55233
"9789","Tmem186","TMEM186",66690,25880
"9790","Aqp6","AQP6",11831,363
"9791","Ispd","ISPD",75847,729920
"9792","Ppp2r3a","PPP2R3A",235542,5523
"9793","Hpdl","HPDL",242642,84842
"9794","Arl11","ARL11",219144,115761
"9795","Pyurf","PYURF",66459,100996939
"9796","Simc1","SIMC1",319719,375484
"9797","Rfesd","RFESD",218341,317671
"9798","Zmpste24","ZMPSTE24",230709,10269
"9799","Upf2","UPF2",326622,26019
"9800","Fam129c","FAM129C",100037278,199786
"9801","Exoc3l","EXOC3L1",277978,283849
"9802","Tmem64","TMEM64",100201,169200
"9803","Pigv","PIGV",230801,55650
"9804","Fam13c","FAM13C",71721,220965
"9805","Uevld","UEVLD",54122,55293
"9806","Trim56","TRIM56",384309,81844
"9807","Tmem11","TMEM11",216821,8834
"9808","Mei4","MEI4",75033,101928601
"9809","Zfp784","ZNF784",654801,147808
"9810","Smco3","SMCO3",654818,440087
"9811","B3galnt1","B3GALNT1",26879,8706
"9812","Kcnj6","KCNJ6",16522,3763
"9813","D17H6S53E","C6orf47",114585,57827
"9814","Pcdhb19","PCDHB12",93890,56124
"9815","Fbrsl1","FBRSL1",381668,57666
"9816","Filip1l","FILIP1L",78749,11259
"9817","Olfr78","OR51E2",170639,81285
"9818","Hexim2","HEXIM2",71059,124790
"9819","Gprasp1","GPRASP1",67298,9737
"9820","Tmem130","TMEM130",243339,222865
"9821","Gpr135","GPR135",238252,64582
"9822","Hfm1","HFM1",330149,164045
"9823","Usp48","USP48",170707,84196
"9824","Otud1","OTUD1",71198,220213
"9825","Hilpda","HILPDA",69573,29923
"9826","Eif3j2","EIF3J",100042807,8669
"9827","Leng9","LENG9",243813,94059
"9828","E130012A19Rik","C17orf96",103551,100170841
"9829","Gpr149","GPR149",229357,344758
"9830","Pgp","PGP",67078,283871
"9831","Gjc2","GJC2",118454,57165
"9832","Zfp536","ZNF536",243937,9745
"9833","Elfn2","ELFN2",207393,114794
"9834","Sptssb","SPTSSB",66183,165679
"9835","Rab9b","RAB9B",319642,51209
"9836","Zbtb37","ZBTB37",240869,84614
"9837","Tril","TRIL",66873,9865
"9838","Gimap5","GIMAP1-GIMAP5",317757,100527949
"9839","Hscb","HSCB",100900,150274
"9840","Rai2","RAI2",24004,10742
"9841","Sorcs1","SORCS1",58178,114815
"9842","Setx","SETX",269254,23064
"9843","Casc1","CASC1",320662,55259
"9844","Zc2hc1a","ZC2HC1A",67306,51101
"9845","Mdga1","MDGA1",74762,266727
"9846","Pars2","PARS2",230577,25973
"9847","Zfp3","ZFP3",193043,124961
"9848","Vps37d","VPS37D",194309,155382
"9849","Ubxn10","UBXN10",212190,127733
"9850","Ecm2","ECM2",407800,1842
"9851","Fam221b","FAM221B",242408,392307
"9852","Adamts3","ADAMTS3",330119,9508
"9853","Rbm20","RBM20",73713,282996
"9854","Npsr1","NPSR1",319239,387129
"9855","Tox3","TOX3",244579,27324
"9856","Diras1","DIRAS1",208666,148252
"9857","Dpy19l3","DPY19L3",233115,147991
"9858","Kcns3","KCNS3",238076,3790
"9859","Fem1a","FEM1A",14154,55527
"9860","Pde12","PDE12",211948,201626
"9861","Rpl7","RPL7",19989,6129
"9862","Ptpn11","PTPN11",19247,5781
"9863","Dmrta1","DMRTA1",242523,63951
"9864","Vwce","VWCE",71768,220001
"9865","Rtn4r","RTN4R",65079,65078
"9866","Adamtsl5","ADAMTSL5",66548,339366
"9867","Lysmd4","LYSMD4",75099,145748
"9868","Tmem145","TMEM145",330485,284339
"9869","Mgat5b","MGAT5B",268510,146664
"9870","Taf10","TAF10",24075,6881
"9871","Zmym1","ZMYM1",68310,79830
"9872","Kbtbd7","KBTBD7",211255,84078
"9873","Slc36a4","SLC36A4",234967,120103
"9874","S1pr2","S1PR2",14739,9294
"9875","Trp53bp1","TP53BP1",27223,7158
"9876","Ccdc60","CCDC60",269693,160777
"9877","Ccdc84","CCDC84",382073,338657
"9878","Ncmap","NCMAP",230822,400746
"9879","Klhl15","KLHL15",236904,80311
"9880","Wdfy3","WDFY3",72145,23001
"9881","Naalad2","NAALAD2",72560,10003
"9882","Ccrl2","CCRL2",54199,9034
"9883","Thrap3","THRAP3",230753,9967
"9884","Orai3","ORAI3",269999,93129
"9885","Emx2","EMX2",13797,2018
"9886","Cep164","CEP164",214552,22897
"9887","Pura","PURA",19290,5813
"9888","Mgat2","MGAT2",217664,4247
"9889","Gpr75","GPR75",237716,10936
"9890","Gls2","GLS2",216456,27165
"9891","Npy5r","NPY5R",18168,4889
"9892","Mrpl50","MRPL50",28028,54534
"9893","Pcdhb21","PCDHB11",93892,56125
"9894","Rell2","RELL2",225392,285613
"9895","Slc35g1","SLC35G1",240660,159371
"9896","Irf2bp1","IRF2BP1",272359,26145
"9897","Ccdc141","CCDC141",545428,285025
"9898","Als2cl","ALS2CL",235633,259173
"9899","Fmn1","FMN1",14260,342184
"9900","A830010M20Rik","KIAA1107",231570,23285
"9901","Cep68","CEP68",216543,23177
"9902","Gpr22","GPR22",73010,2845
"9903","Fam19a2","FAM19A2",268354,338811
"9904","Eml6","EML6",237711,400954
"9905","S100a1","S100A1",20193,6271
"9906","Rsbn1","RSBN1",229675,54665
"9907","Proca1","PROCA1",216974,147011
"9908","Fam109a","FAM109A",231717,144717
"9909","Prss53","PRSS53",330657,339105
"9910","Arf6","ARF6",11845,382
"9911","Nkrf","NKRF",77286,55922
"9912","A830080D01Rik","CXorf23",382252,256643
"9913","Lsm8","LSM8",76522,51691
"9914","Hepacam2","HEPACAM2",101202,253012
"9915","Rnf182","RNF182",328234,221687
"9916","Bcl2l15","BCL2L15",229672,440603
"9917","Foxo1","FOXO1",56458,2308
"9918","Wfikkn2","WFIKKN2",278507,124857
"9919","Gpr146","GPR146",80290,115330
"9920","S1pr4","S1PR4",13611,8698
"9921","Cdc25c","CDC25C",12532,995
"9922","Kcnj4","KCNJ4",16520,3761
"9923","Grsf1","GRSF1",231413,2926
"9924","Dnajc21","DNAJC21",78244,134218
"9925","Nxpe4","NXPE4",244853,54827
"9926","Nhlrc1","NHLRC1",105193,378884
"9927","Bhlha9","BHLHA9",320522,727857
"9928","Il20rb","IL20RB",213208,53833
"9929","Pced1b","PCED1B",239647,91523
"9930","Osbpl1a","OSBPL1A",64291,114876
"9931","Pcsk9","PCSK9",100102,255738
"9932","Nrn1l","NRN1L",234700,123904
"9933","Cnr1","CNR1",12801,1268
"9934","Zfp879","ZNF879",214779,345462
"9935","Ubr3","UBR3",68795,130507
"9936","Gpr4","GPR4",319197,2828
"9937","Trp53i13","TP53I13",216964,90313
"9938","Ackr3","ACKR3",12778,57007
"9939","Alkbh2","ALKBH2",231642,121642
"9940","Phlpp1","PHLPP1",98432,23239
"9941","Marveld1","MARVELD1",277010,83742
"9942","Slc25a53","SLC25A53",67062,401612
"9943","Lacc1","LACC1",210808,144811
"9944","Sowaha","SOWAHA",237761,134548
"9945","Tmem74b","TMEM74B",108832,55321
"9946","Cxxc4","CXXC4",319478,80319
"9947","Slc16a13","SLC16A13",69309,201232
"9948","Tigd3","TIGD3",332359,220359
"9949","Dsg2","DSG2",13511,1829
"9950","Sptssa","SPTSSA",104725,171546
"9951","Cryga","CRYGA",12964,1418
"9952","Camsap3","CAMSAP3",69697,57662
"9953","N6amt1","N6AMT1",67768,29104
"9954","Dock5","DOCK5",68813,80005
"9955","Zfp507","ZNF507",668501,22847
"9956","Rin3","RIN3",217835,79890
"9957","Shisa2","SHISA2",219134,387914
"9958","Fam160a2","FAM160A2",74349,84067
"9959","Fam46c","FAM46C",74645,54855
"9960","Tnfaip8l1","TNFAIP8L1",66443,126282
"9961","Ascc1","ASCC1",69090,51008
"9962","Zfand3","ZFAND3",21769,60685
"9963","Hs3st5","HS3ST5",319415,222537
"9964","Bod1","BOD1",69556,91272
"9965","Zfp488","ZNF488",382867,118738
"9966","Tram1l1","TRAM1L1",229801,133022
"9967","Rps2","RPS2",16898,6187
"9968","Ackr2","ACKR2",59289,1238
"9969","Dact1","DACT1",59036,51339
"9970","Tceal3","TCEAL6",594844,158931
"9971","Tex38","TEX38",75173,374973
"9972","Rasip1","RASIP1",69903,54922
"9973","Cage1","CAGE1",71213,285782
"9974","Acp1","ACP1",11431,52
"9975","Gareml","GAREML",242915,150946
"9976","Tlr7","TLR7",170743,51284
"9977","Dnd1","DND1",213236,373863
"9978","Smim7","SMIM7",66818,79086
"9979","Zbtb39","ZBTB39",320080,9880
"9980","Liph","LIPH",239759,200879
"9981","Swi5","SWI5",72931,375757
"9982","Rnf208","RNF208",68846,727800
"9983","Cnrip1","CNRIP1",380686,25927
"9984","Csrnp2","CSRNP2",207785,81566
"9985","Pard6b","PARD6B",58220,84612
"9986","Zbtb7c","ZBTB7C",207259,201501
"9987","Csrnp3","CSRNP3",77771,80034
"9988","Fzd1","FZD1",14362,8321
"9989","Zfp612","ZNF23",234725,7571
"9990","Tmem201","TMEM201",230917,199953
"9991","Palb2","PALB2",233826,79728
"9992","Kcnj10","KCNJ10",16513,3766
"9993","Gemin7","GEMIN7",69731,79760
"9994","Slc38a6","SLC38A6",625098,145389
"9995","Gskip","GSKIP",66787,51527
"9996","Dok7","DOK7",231134,285489
"9997","Serpinb1a","SERPINB1",66222,1992
"9998","Abca6","ABCA6",76184,23460
"9999","Trmt10c","TRMT10C",52575,54931
"10000","D1Ertd622e","C5orf30",52392,90355
"10001","Scml4","SCML4",268297,256380
"10002","Hjurp","HJURP",381280,55355
"10003","Zfp36","ZFP36",22695,7538
"10004","Spata32","SPATA32",328019,124783
"10005","Fads6","FADS6",328035,283985
"10006","Setd2","SETD2",235626,29072
"10007","Isca1","ISCA1",69046,81689
"10008","Cyb5d1","CYB5D1",327951,124637
"10009","Zfp354c","ZNF354C",30944,30832
"10010","Shb","SHB",230126,6461
"10011","D630023F18Rik","C2orf80",98303,389073
"10012","Oxgr1","OXGR1",239283,27199
"10013","Tlr1","TLR1",21897,7096
"10014","Ankrd45","ANKRD45",73844,339416
"10015","Lsm11","LSM11",72290,134353
"10016","Lemd2","LEMD2",224640,221496
"10017","Zfp444","ZNF444",72667,55311
"10018","Coa4","COA4",68185,51287
"10019","Uqcrq","UQCRQ",22272,27089
"10020","Syt16","SYT16",238266,83851
"10021","H1fx","H1FX",243529,8971
"10022","Sstr3","SSTR3",20607,6753
"10023","Zfp367","ZNF367",238673,195828
"10024","Ubtd2","UBTD2",327900,92181
"10025","Pwwp2a","PWWP2A",70802,114825
"10026","Mylk4","MYLK4",238564,340156
"10027","Kctd21","KCTD21",622320,283219
"10028","Pp2d1","PP2D1",110332,151649
"10029","Napepld","NAPEPLD",242864,222236
"10030","Sft2d3","SFT2D3",67158,84826
"10031","Tst","TST",22117,7263
"10032","Spata21","SPATA21",329972,374955
"10033","Fzd5","FZD5",14367,7855
"10034","Tubg2","TUBG2",103768,27175
"10035","Prrt3","PRRT3",210673,285368
"10036","Prss22","PRSS22",70835,64063
"10037","Ankrd34b","ANKRD34B",218440,340120
"10038","Tmem232","TMEM232",381107,642987
"10039","Prkce","PRKCE",18754,5581
"10040","Megf8","MEGF8",269878,1954
"10041","Lrfn4","LRFN4",225875,78999
"10042","Zc2hc1c","ZC2HC1C",72350,79696
"10043","Rnf216","RNF216",108086,54476
"10044","Lingo2","LINGO2",242384,158038
"10045","S1pr5","S1PR5",94226,53637
"10046","S1pr1","S1PR1",13609,1901
"10047","Magi1","MAGI1",14924,9223
"10048","Suv420h1","SUV420H1",225888,51111
"10049","Slc25a26","SLC25A26",67582,115286
"10050","Dmd","DMD",13405,1756
"10051","Ccdc73","CCDC73",211936,493860
"10052","Saysd1","SAYSD1",67509,55776
"10053","Rpl18a","RPL18A",76808,6142
"10054","Tubb2b","TUBB2B",73710,347733
"10055","Pigw","PIGW",70325,284098
"10056","Bola3","BOLA3",78653,388962
"10057","AI467606","C16orf54",101602,283897
"10058","Amer3","AMER3",211383,205147
"10059","Sox3","SOX3",20675,6658
"10060","Shroom2","SHROOM2",110380,357
"10061","Cirbp","CIRBP",12696,1153
"10062","Lrrc3b","LRRC3B",218763,116135
"10063","Dpy19l4","DPY19L4",381510,286148
"10064","Vcpip1","VCPIP1",70675,80124
"10065","Nudt18","NUDT18",213484,79873
"10066","Asxl3","ASXL3",211961,80816
"10067","Hs6st1","HS6ST1",50785,9394
"10068","Kcng4","KCNG4",66733,93107
"10069","Med26","MED26",70625,9441
"10070","Zfp688","ZNF688",69234,146542
"10071","Zfp574","ZNF574",232976,64763
"10072","Morn2","MORN2",378462,729967
"10073","Klhdc9","KLHDC9",68874,126823
"10074","Zfp691","ZNF691",195522,51058
"10075","Cenph","CENPH",26886,64946
"10076","Lca5l","LCA5L",385668,150082
"10077","Tmem86b","TMEM86B",68255,255043
"10078","Rtn4rl1","RTN4RL1",237847,146760
"10079","Ush1g","USH1G",16470,124590
"10080","Insig1","INSIG1",231070,3638
"10081","Preb","PREB",50907,10113
"10082","Lhfpl2","LHFPL2",218454,10184
"10083","Sowahb","SOWAHB",78088,345079
"10084","Fahd1","FAHD1",68636,81889
"10085","Adra2c","ADRA2C",11553,152
"10086","Proser2","PROSER2",227545,254427
"10087","Cenpe","CENPE",229841,1062
"10088","Zfp423","ZNF423",94187,23090
"10089","Nyap1","NYAP1",243300,222950
"10090","Sh2d5","SH2D5",230863,400745
"10091","Wdr81","WDR81",192652,124997
"10092","Tmem88","TMEM88",67020,92162
"10093","Cxcr4","CXCR4",12767,7852
"10094","Epcam","EPCAM",17075,4072
"10095","Kcnk13","KCNK13",217826,56659
"10096","Trim39","TRIM39",79263,56658
"10097","Akr1e1","AKR1E2",56043,83592
"10098","Hnrnph2","HNRNPH2",56258,3188
"10099","Tmem60","TMEM60",212090,85025
"10100","Cox19","COX19",68033,90639
"10101","Insm2","INSM2",56856,84684
"10102","Gprin3","GPRIN3",243385,285513
"10103","Hcrt","HCRT",15171,3060
"10104","Trrap","TRRAP",100683,8295
"10105","Pcdhb3","PCDHB3",93874,56132
"10106","Sys1","SYS1",66460,90196
"10107","Gpr150","GPR150",238725,285601
"10108","Pou3f3","POU3F3",18993,5455
"10109","Zfp560","ZNF560",434377,147741
"10110","C1ql1","C1QL1",23829,10882
"10111","Kcna5","KCNA5",16493,3741
"10112","Ddx28","DDX28",71986,55794
"10113","Mettl24","METTL24",327747,728464
"10114","Penk","PENK",18619,5179
"10115","St7l","ST7L",229681,54879
"10116","Frrs1l","FRRS1L",230235,23732
"10117","Glb1","GLB1",12091,2720
"10118","Zfp553","ZNF48",233887,197407
"10119","Dbx2","DBX2",223843,440097
"10120","Chrm2","CHRM2",243764,1129
"10121","Esf1","ESF1",66580,51575
"10122","Pigz","PIGZ",239827,80235
"10123","Sh3tc2","SH3TC2",225608,79628
"10124","Mtus1","MTUS1",102103,57509
"10125","Zfp629","ZNF629",320683,23361
"10126","Vwc2l","VWC2L",320460,402117
"10127","Pcdhb10","PCDHB5",93881,26167
"10128","Pid1","PID1",98496,55022
"10129","Plekha7","PLEKHA7",233765,144100
"10130","Henmt1","HENMT1",66715,113802
"10131","Cdc42ep2","CDC42EP2",104252,10435
"10132","Mfsd5","MFSD5",106073,84975
"10133","Smtnl2","SMTNL2",276829,342527
"10134","Spred2","SPRED2",114716,200734
"10135","Col27a1","COL27A1",373864,85301
"10136","Pqlc3","PQLC3",217430,130814
"10137","Wdr89","WDR89",72338,112840
"10138","Thtpa","THTPA",105663,79178
"10139","Prr15","PRR15",78004,222171
"10140","Adrb2","ADRB2",11555,154
"10141","Pnoc","PNOC",18155,5368
"10142","Sprn","SPRN",212518,503542
"10143","Bricd5","BRICD5",319259,283870
"10144","Mms22l","MMS22L",212377,253714
"10145","Tssc4","TSSC4",56844,10078
"10146","Zfp764","ZNF764",233893,92595
"10147","Fam179a","FAM179A",320159,165186
"10148","Basp1","BASP1",70350,10409
"10149","B230219D22Rik","C5orf24",78521,134553
"10150","Ccdc149","CCDC149",100503884,91050
"10151","Whamm","WHAMM",434204,123720
"10152","Zfp36l2","ZFP36L2",12193,678
"10153","Zswim3","ZSWIM3",67538,140831
"10154","Serpinb9","SERPINB9",20723,5272
"10155","A430105I19Rik","C15orf52",214239,388115
"10156","Lyrm2","LYRM2",108755,57226
"10157","Cradd","CRADD",12905,8738
"10158","Slitrk6","SLITRK6",239250,84189
"10159","Adra1a","ADRA1A",11549,148
"10160","Paip2b","PAIP2B",232164,400961
"10161","Npas4","NPAS4",225872,266743
"10162","C2cd4c","C2CD4C",237397,126567
"10163","Ccdc42","CCDC42",276920,146849
"10164","Clec14a","CLEC14A",66864,161198
"10165","Ifit2","IFIT2",15958,3433
"10166","Mrps12","MRPS12",24030,6183
"10167","Sdpr","SDPR",20324,8436
"10168","Wnk1","WNK1",232341,65125
"10169","Gpr158","GPR158",241263,57512
"10170","Ing1","ING1",26356,3621
"10171","Slc25a51","SLC25A51",230125,92014
"10172","C2cd2","C2CD2",207781,25966
"10173","Tmem104","TMEM104",320534,54868
"10174","Eif4g1","EIF4G1",208643,1981
"10175","Onecut2","ONECUT2",225631,9480
"10176","B3gat1","B3GAT1",76898,27087
"10177","Polr2k","POLR2K",17749,5440
"10178","Pnlip","PNLIP",69060,5406
"10179","Zfp830","ZNF830",66983,91603
"10180","Pofut1","POFUT1",140484,23509
"10181","Stard5","STARD5",170460,80765
"10182","Fam26f","FAM26F",215900,441168
"10183","Snx12","SNX12",55988,29934
"10184","Sbsn","SBSN",282619,374897
"10185","Eid2","EID2",386655,163126
"10186","Ppp1r15b","PPP1R15B",108954,84919
"10187","Lrrc8d","LRRC8D",231549,55144
"10188","Hpcal4","HPCAL4",170638,51440
"10189","BC030336","C16orf52",233812,730094
"10190","Mcmdc2","MCMDC2",240697,157777
"10191","Serinc4","SERINC4",574418,619189
"10192","Patl1","PATL1",225929,219988
"10193","Fut10","FUT10",171167,84750
"10194","Tmem229b","TMEM229B",268567,161145
"10195","Chrm3","CHRM3",12671,1131
"10196","Olig1","OLIG1",50914,116448
"10197","Gldn","GLDN",235379,342035
"10198","Adamts6","ADAMTS6",108154,11174
"10199","Nxph1","NXPH1",18231,30010
"10200","E2f8","E2F8",108961,79733
"10201","Gsg1l","GSG1L",269994,146395
"10202","Zfp84","ZNF565",74352,147929
"10203","Cd109","CD109",235505,135228
"10204","Pcdhb20","PCDHB14",93891,56122
"10205","Iqub","IQUB",214704,154865
"10206","Scaf8","SCAF8",106583,22828
"10207","Pnma2","PNMA2",239157,10687
"10208","Pik3r6","PIK3R6",104709,146850
"10209","Rprml","RPRML",104582,388394
"10210","Plaur","PLAUR",18793,5329
"10211","Scand1","SCAND1",19018,51282
"10212","Vps13a","VPS13A",271564,23230
"10213","Hepacam","HEPACAM",72927,220296
"10214","Pilra","PILRA",231805,29992
"10215","Usp27x","USP27X",54651,389856
"10216","Tusc5","TUSC5",237858,286753
"10217","She","SHE",214547,126669
"10218","Pnma3","PNMA3",245468,29944
"10219","Zfp62","ZFP62",22720,643836
"10220","AI464131","KIAA1161",329828,57462
"10221","Stxbp6","STXBP6",217517,29091
"10222","Ccbe1","CCBE1",320924,147372
"10223","Hs3st2","HS3ST2",195646,9956
"10224","Ermp1","ERMP1",226090,79956
"10225","Slc25a23","SLC25A23",66972,79085
"10226","Rpl37a","RPL37A",19981,6168
"10227","Zfp322a","ZNF322",218100,79692
"10228","Gjb2","GJB2",14619,2706
"10229","Rpl27a","RPL27A",26451,6157
"10230","Jrk","JRK",16469,8629
"10231","Pcdhb17","PCDHB16",93888,57717
"10232","Rbp1","RBP1",19659,5947
"10233","Yod1","YOD1",226418,55432
"10234","Kcnk6","KCNK6",52150,9424
"10235","Ngfrap1","NGFRAP1",12070,27018
"10236","Cmtr2","CMTR2",234728,55783
"10237","Ppm1e","PPM1E",320472,22843
"10238","Camk2n1","CAMK2N1",66259,55450
"10239","C77370","KIAA2022",245555,340533
"10240","Tmem150b","TMEM150B",330460,284417
"10241","Sh2d7","SH2D7",244885,646892
"10242","Sox18","SOX18",20672,54345
"10243","Scn4b","SCN4B",399548,6330
"10244","C1qtnf2","C1QTNF2",69183,114898
"10245","Fam19a4","FAM19A4",320701,151647
"10246","Cox17","COX17",12856,10063
"10247","Golph3l","GOLPH3L",229593,55204
"10248","Kctd4","KCTD4",67516,386618
"10249","Ar","AR",11835,367
"10250","Zfp526","ZNF526",210172,116115
"10251","Fam43a","FAM43A",224093,131583
"10252","Zfp319","ZNF319",79233,57567
"10253","Arsj","ARSJ",271970,79642
"10254","Unc119b","UNC119B",106840,84747
"10255","Zfp518b","ZNF518B",100515,85460
"10256","Lyrm4","LYRM4",380840,57128
"10257","Prr12","PRR12",233210,57479
"10258","Ticrr","TICRR",77011,90381
"10259","Tmem215","TMEM215",320500,401498
"10260","Bdh1","BDH1",71911,622
"10261","Tcaim","TCAIM",382117,285343
"10262","B3gntl1","B3GNTL1",210004,146712
"10263","Vwa5b2","VWA5B2",328643,90113
"10264","Olfml2a","OLFML2A",241327,169611
"10265","Ttc34","TTC34",242800,100287898
"10266","Zfp316","ZNF316",54201,100131017
"10267","Rbm12b1","RBM12B",72397,389677
"10268","Cxxc5","CXXC5",67393,51523
"10269","Mtfr1l","MTFR1L",76824,56181
"10270","Tmem251","TMEM251",320351,26175
"10271","C87436","C2orf42",232196,54980
"10272","Tifa","TIFA",211550,92610
"10273","Chtf8","CHTF8",214987,54921
"10274","Slitrk4","SLITRK4",245446,139065
"10275","Csnk2a2","CSNK2A2",13000,1459
"10276","Mapk10","MAPK10",26414,5602
"10277","Hmga1","HMGA1",15361,3159
"10278","Foxc2","FOXC2",14234,2303
"10279","Nxph3","NXPH3",104079,11248
"10280","Cdc42se1","CDC42SE1",57912,56882
"10281","Kctd11","KCTD11",216858,147040
"10282","Fat4","FAT4",329628,79633
"10283","Ccdc66","CCDC66",320234,285331
"10284","Mrps7","MRPS7",50529,51081
"10285","Fam83h","FAM83H",105732,286077
"10286","Rhoj","RHOJ",80837,57381
"10287","Epm2aip1","EPM2AIP1",77781,9852
"10288","Zfp787","ZNF787",67109,126208
"10289","Gpr61","GPR61",229714,83873
"10290","Cldn12","CLDN12",64945,9069
"10291","Mpeg1","MPEG1",17476,219972
"10292","Gchfr","GCHFR",320415,2644
"10293","Ddit4l","DDIT4L",73284,115265
"10294","Slc39a3","SLC39A3",106947,29985
"10295","Krt1","KRT1",16678,3848
"10296","Brox","BROX",71678,148362
"10297","Ckap4","CKAP4",216197,10970
"10298","Vat1l","VAT1L",270097,57687
"10299","Pip5kl1","PIP5KL1",227733,138429
"10300","Gpr1","GPR1",241070,2825
"10301","Hectd3","HECTD3",76608,79654
"10302","Pramef8","PRAMEF8",242736,391002
"10303","Pramef8","PRAMEF7",242736,441871
"10304","Fbl","FBL",14113,2091
"10305","Mbtps2","MBTPS2",270669,51360
"10306","Atxn1","ATXN1",20238,6310
"10307","Tefm","TEFM",68550,79736
"10308","Myct1","MYCT1",68632,80177
"10309","Gpr6","GPR6",140741,2830
"10310","Adck2","ADCK2",57869,90956
"10311","Nqo2","NQO2",18105,4835
"10312","Slc26a1","SLC26A1",231583,10861
"10313","Gpr156","GPR156",239845,165829
"10314","Zbtb21","ZBTB21",114565,49854
"10315","Tshz1","TSHZ1",110796,10194
"10316","Tapt1","TAPT1",231225,202018
"10317","Mars2","MARS2",212679,92935
"10318","Spsb4","SPSB4",211949,92369
"10319","Zfp41","ZFP41",22701,286128
"10320","Fbxo41","FBXO41",330369,150726
"10321","Ccdc108","CCDC108",241116,255101
"10322","Mipol1","MIPOL1",73490,145282
"10323","Spata2","SPATA2",263876,9825
"10324","Pcdhb15","PCDHB7",93886,56129
"10325","Zfp445","ZNF445",235682,353274
"10326","Nipa1","NIPA1",233280,123606
"10327","D030056L22Rik","C9orf40",225995,55071
"10328","Tmem164","TMEM164",209497,84187
"10329","Dusp28","DUSP28",67446,285193
"10330","Ngrn","NGRN",83485,51335
"10331","Lrrc4b","LRRC4B",272381,94030
"10332","Rnf31","RNF31",268749,55072
"10333","Cldn14","CLDN14",56173,23562
"10334","Fam221a","FAM221A",231946,340277
"10335","Ankdd1b","ANKDD1B",271144,728780
"10336","Ticam1","TICAM1",106759,148022
"10337","Cltc","CLTC",67300,1213
"10338","Zfp654","ZNF654",72020,55279
"10339","Dmrta2","DMRTA2",242620,63950
"10340","Tet1","TET1",52463,80312
"10341","Khnyn","KHNYN",219094,23351
"10342","Cyp4x1","CYP4X1",81906,260293
"10343","Chst9","CHST9",71367,83539
"10344","Samd14","SAMD14",217125,201191
"10345","Rab2a","RAB2A",59021,5862
"10346","Dync2h1","DYNC2H1",110350,79659
"10347","Dusp18","DUSP18",75219,150290
"10348","Ythdf3","YTHDF3",229096,253943
"10349","Rpl9","RPL9",20005,6133
"10350","Cdh19","CDH19",227485,28513
"10351","Ccdc36","CCDC36",434438,339834
"10352","Fam185a","FAM185A",330050,222234
"10353","Gm527","C14orf28",217648,122525
"10354","BC048546","OVOS2",232400,144203
"10355","Mageh1","MAGEH1",75625,28986
"10356","Taf9b","TAF9B",407786,51616
"10357","Hist1h2be","HIST1H2BF",319179,8343
"10358","C2cd3","C2CD3",277939,26005
"10359","Ptgs1","PTGS1",19224,5742
"10360","Prss45","PRSS45",260408,377047
"10361","Mc4r","MC4R",17202,4160
"10362","Emc6","EMC6",66048,83460
"10363","Gap43","GAP43",14432,2596
"10364","Zfp358","ZNF358",140482,140467
"10365","Sfn","SFN",55948,2810
"10366","Neurl4","NEURL4",216860,84461
"10367","Pcdhb13","PCDHB6",93884,56130
"10368","Kcne4","KCNE4",57814,23704
"10369","Zfp286","ZNF286A",192651,57335
"10370","Lancl3","LANCL3",236285,347404
"10371","Gm973","LOC100652824",381260,100652824
"10372","Abhd17b","ABHD17B",226016,51104
"10373","Dnah14","DNAH14",240960,127602
"10374","Zfp768","ZNF768",233890,79724
"10375","Atmin","ATMIN",234776,23300
"10376","Odf3b","ODF3B",70113,440836
"10377","Ctdspl","CTDSPL",69274,10217
"10378","Zbtb44","ZBTB44",235132,29068
"10379","Flrt2","FLRT2",399558,23768
"10380","Gpr68","GPR68",238377,8111
"10381","Rexo1","REXO1",66932,57455
"10382","Fam180a","FAM180A",208164,389558
"10383","AI837181","C11orf68",107242,83638
"10384","Dlk2","DLK2",106565,65989
"10385","Xxylt1","XXYLT1",268880,152002
"10386","Fam132b","FAM132B",227358,151176
"10387","Arl4a","ARL4A",11861,10124
"10388","Gphn","GPHN",268566,10243
"10389","Dynlrb1","DYNLRB1",67068,83658
"10390","Zfp30","ZFP30",22693,22835
"10391","Dlgap2","DLGAP2",244310,9228
"10392","Rnf152","RNF152",320311,220441
"10393","Mroh7","MROH7",381538,374977
"10394","Baiap3","BAIAP3",545192,8938
"10395","Tspyl1","TSPYL1",22110,7259
"10396","BC049715","C12orf60",320135,144608
"10397","Mis18bp1","MIS18BP1",217653,55320
"10398","Fbxo28","FBXO28",67948,23219
"10399","Cltb","CLTB",74325,1212
"10400","Tmem41b","TMEM41B",233724,440026
"10401","Lxn","LXN",17035,56925
"10402","Acot10","ACOT9",64833,23597
